Text,Language
bon apprentissage et je vous verrai bientôt dans une autre leçon le pain d'or il était une fois dans un petit village une femme nommée marion.,French
"avec sa fille unique, narcisa marion était extrêmement humble et douce narcisa cependant était complètement le contraire, vous voyez, elle était belle au-delà des mots, elle était comme une vie.",French
poupée et la partie la plus amusante est qu'elle s'aimait sans fin narcisa vous.,French
Aidez-moi à faire cuire le pain hein pas question maman les servantes de farine tous mes yeux brillants et brillants.,French
"narcisa pourriez-vous m'aider à planter ces graines, pourquoi ferais-je cela?",French
"elle se croyait trop grande pour faire quelque travail que ce soit, de nombreux prétendants venaient demander la main de narcisse en mariage.",French
"comme sa beauté était connue de loin, mais elle les a tous rejetés très grossièrement, pourquoi avez-vous renvoyé ces hommes hier, ils semblaient gentils, vous ne pouvez pas être une mère sérieuse.",French
avait de si petits yeux presque comme ceux d'un oiseau et l'autre avait un nez énorme que je ne voudrais pas être près de lui.,French
quand il a éternué oh oh et le dernier arrêt non je ne veux plus entendre tout ce que je pouvais voir était que ces hommes étaient vraiment gentils ma chère tu dois connaître cette beauté.,French
"ce n'est pas tout ce que tu dois réaliser, maman, je mérite quelqu'un comme un prince ou un chevalier.",French
"oh chérie, une nuit alors qu'elle dormait, sa mère était assise à ses côtés en la regardant.",French
ma chère enfant tu es si belle et adorable mais tu ne te soucies de rien d'autre que de ta beauté.,French
"à ce moment, narcisse se mit à rire dans son sommeil, sa mère fut extrêmement surprise de voir à quel point elle devait être gentille en train de faire un rêve vraiment drôle le lendemain matin quand elle narcisse.",French
"Je me suis réveillé, elle était tout sourire et rire ici chérie, dis-moi de quoi tu rêvais.",French
"Hier soir, bien maman, c'était un rêve tellement incroyable tu sais qu'il y avait ce prince qui est venu vers moi.",French
"et a dit qu'il voulait m'épouser, il était venu dans une voiture d'or et il était habillé de haut en bas et d'or aussi quel rêve idiot.",French
et vous savez que la meilleure partie de cela était quand j'étais dans ma robe de mariée qui était d'or aussi bien sûr que tout le monde ne regardait que moi narcisa il n'y a rien d'étonnant dans ce rêve.,French
"c'était une maman de rêve très égoïste, vous ne savez pas ce que vous dites, ce rêve m'a fait réaliser que j'ai besoin de nourriture beaucoup plus grande que le type que je mange ici à la maison, du pain en or.",French
il suffit de penser à cette pauvre mère narcisse qui était si inquiète pour sa fille et comment.,French
"elle vivrait sa vie ce jour-là, deux amis sont venus rendre visite à leur mère narcisse, ils étaient mellie et terry, ils étaient tous les trois amis depuis des lustres, mais Terry et ellie avaient un secret.",French
"étaient des êtres magiques quelque chose que la mère de Narcisse ne savait rien de Terry Melli oh c'est si bon de te voir ça fait très longtemps Comment avez-vous été j'ai été très bien j'aurais été mieux si seulement si seulement et si seulement ma fille Narcisa était un peu plus compréhensive marian a dit à Mellie et Terry tout sur Narcisa et comment elle était inquiète pour elle, elle veut manger pain en or que dois-je faire avec elle bien peut-être si son rêve se réalise.",French
"ce serait merveilleux ne serait-ce pas bien, peu importe je suppose qu'avec le temps, elle apprendra, parlons d'autre chose.",French
"plus tard, mellie et Terry firent leurs adieux à leur vieil ami et s'en allèrent en se souriant secrètement cette nuit-là, mère et fille.",French
je me suis préparée pour la mère au lit j'espère vraiment que mon rêve se réalise vous savez oh narcisa le lendemain alors que narcisa et sa mère étaient dehors dans leur jardin une belle.,French
"Un chariot d'or les rejoignit, il était parsemé de pierres précieuses et de diamants et était extrêmement magnifique.",French
"alors que cela s'arrêtait, un bel homme en sortit et regarda Narcisa, elle fut complètement décontenancée de voir à quel point il était beau, mon rêve se réalisait réellement euh.",French
quel bonjour je suis venu ici pour demander la main de narcisse en mariage mais comment connaissez-vous son nom et qui êtes-vous.,French
Je suis Terrence l'ange de la bonne fortune Le nom et la beauté de ta fille sont connus dans le monde entier ici je t'ai apporté un cadeau quoi mais tu le connais à peine tu ne peux pas aller avec lui.,French
oh idiot il est riche et beau que demander de plus Terrence J'accepte ta proposition.,French
"et avec cela, elle monta dans sa voiture et sans même dire au revoir à sa mère, elle partit avec l'ange alors qu'ils voyageaient, la voiture entra soudainement dans un portail magique, elle traversa une zone orageuse la voiture se cogna énormément et narcissa.",French
était très effrayé ne vous inquiétez pas mon cher tout cela sera bientôt fini juste au moment où il a dit que la voiture passait par un autre portail et atteignait l'allée.,French
"d'un immense et magnifique château doré narcisa était étonnée de toute la beauté qu'elle a vue je savais que je méritais tant de richesses je savais que vous aimeriez tout ce que vous voulez, vous trouverez ici de la plus jolie des robes au plus savoureux des aliments tout cela dans mon palais, en parlant de nourriture, j'ai vraiment faim après ce trajet m affamé puis-je avoir un de ces plats savoureux bien sûr ici viande malodorante mélisse elle vous offrira tout ce que vous voulez j'ai tellement entendu parler de vous pauvre cher vous avez faim n'est-ce pas venez allons à la table à manger et Je vais vous apporter de la nourriture, oh merci, ils sont allés dans la salle à manger et là, sur la table, se trouvait la nourriture la plus étonnante que narcisa ait jamais vue, c'est parce que les confitures sont faites.",French
de rubis les salades d'émeraudes et le pain là-bas est fait de pain doré d'or comme cette confiture aura l'air et le goût délicieux avec le pain qu'elle a pris une tranche avec le.,French
"confiture de rubis dessus et a pris une énorme bouchée c'est tellement chaud que je ne peux pas bien manger c'est du pain en or et le meilleur aussi mais si vous ne pouvez pas le manger, je devrais vous obtenir du pain d'argent vous mangez.",French
"quelque chose d'autre mais je veux du pain normal que je puisse manger, tu n'as pas ce look alors la future épouse de mon père, il fait froid, tu ne dois manger que le meilleur narcis J'ai regardé toute la nourriture.",French
"mais elle avait le cœur brisé pour tout ce qui était immangeable, elle a vite commencé à pleurer, je ne veux pas de ça mais la nourriture est vraiment bonne.",French
"ici, essayez des pommes de terre dorées, elles sont vraiment bonnes et après que vous soyez marié avec moi.",French
tu devras manger tout ça je pensais que tu aimais les choses chics non je ne veux pas t'épouser je veux rentrer à la maison.,French
à ma mère laissez-moi rentrer à la maison melissa et terrence se regardèrent et se mirent bien un clin d'œil.,French
"si c'est vraiment ce que tu veux, je te ramène chez toi.",French
Terrence a pris les pleurs et malheureux.,French
"narcis à la maison dans la voiture, elle a commencé à réfléchir profondément aux choix qu'elle avait faits en rentrant chez elle.",French
"elle a couru embrasser sa mère qui était assise dans la maison triste ni sœur o ma douce fille, je pensais que je ne te reverrais jamais.",French
oh maman je t'aime tellement et tu avais l'air juste et les richesses ne sont pas tout le pain d'or était inutile car je ne pouvais pas le manger et l'homme même si.,French
"il était beau il ne se souciait pas du tout de moi mais mon cher, est-ce que tu te rends compte que c'est exactement la façon dont tu as traité les autres je sais que je suis tellement désolé pour la façon dont j'ai agi maman oh non c'est bien depuis que tu as vu.",French
"quelle a été votre erreur, nous allons vous nourrir quelque chose de gentil à partir de ce jour-là.",French
"narcisa a changé ses manières, elle a lutté au début mais lentement et patiemment elle a commencé à devenir beaucoup plus gentille un jour, mellie et terry sont venus rencontrer marian à nouveau oh bonjour à vous deux alors dites-nous marian.",French
Comment' Le narcissisme de s maintenant marian leur a dit à tous les deux tout ce qui s'était passé et elle a tellement changé depuis cette époque.,French
a-t-elle je suppose qu'elle ne voudrait plus de pain d'or maintenant hein tu sais.,French
"Terry, tu ressembles un peu à cet ange, mais qu'est-ce que je vois comment pourrais-tu être lui, vous deux êtes si gentils",French
"Nature (Engels voor 'natuur') is een gerenommeerd, Brits wetenschappelijk tijdschrift dat wekelijks verschijnt.",Dutch
"Het tijdschrift publiceert peer-reviewed onderzoek uit verschillende academische disciplines, voornamelijk in de natuurwetenschappen en technologie.",Dutch
"Nature wordt bestuurd vanuit Londen, maar heeft redactiekantoren in de Verenigde Staten, Europa en Azië.",Dutch
"Onderzoeken in Nature worden zeer veel geciteerd en hebben over het algemeen een sterke invloed: de impactfactor was in 2019 ongeveer 42,8.",Dutch
[1] Door zijn vermaarde status is Nature een van 's werelds meest gelezen academische periodieken.,Dutch
[2][3] Het tijdschrift verscheen voor het eerst op 4 november 1869.,Dutch
Het werd opgericht door de amateur-astronoom Norman Lockyer.,Dutch
[4] In het midden van de 20e eeuw werd de redactie sterk uitgebreid en verdubbelde Nature haar inspanningen op het gebied van verklarende en wetenschappelijke journalistiek.,Dutch
"Rond 1990 werden redactiekantoren buiten Groot-Brittannië gevestigd en konden afgeleide edities, zoals Nature Communications, worden uitgebracht.",Dutch
Vanaf de jaren 2000 werden redactionele en actualiteitsrubrieken geïntroduceerd.,Dutch
"Het meeste onderzoek dat in Nature wordt gepubliceerd, bestaat uit papers (wetenschappelijke artikelen of brieven).",Dutch
"De papers zijn technisch en compact, en vanwege opgelegde woordenlimieten zijn het meestal samenvattingen van groter werk.",Dutch
Innovaties of doorbraken op wetenschappelijk of technologisch gebied worden meestal vermeld als brief of nieuwsartikel.,Dutch
Artikelen in Nature worden wereldwijd geprezen omdat ze hoge onderzoeksnormen handhaven.,Dutch
Vanwege de hoge publiciteit heeft het tijdschrift ook diverse malen kritiek en controverse losgemaakt.,Dutch
Minder dan 8% van de ingezonden papers wordt geaccepteerd voor publicatie.,Dutch
"[5] De negentiende eeuw kende een enorme vooruitgang op natuurwetenschappelijk, technologisch en wiskundig gebied.",Dutch
"Ontdekkingen werden destijds al vastgelegd in tijdschriften, voornamelijk in het Duits of Frans.",Dutch
"Groot-Brittannië maakte grote industriële veranderingen door, met name in de tweede helft van de 19e eeuw.",Dutch
[6] De meest vooraanstaande wetenschappelijke tijdschriften van deze tijd werden uitgegeven door de Royal Society.,Dutch
"Hierin verscheen onder meer het werk van Isaac Newton, Michael Faraday en Charles Darwin.",Dutch
Tussen de jaren 1950 en 1980 verdubbelde het aantal populair-wetenschappelijke tijdschriften.,Dutch
"De populair-wetenschappelijke tijdschriften werden gezien als 'organen van de wetenschap', in wezen een middel om het publiek in contact te brengen met nieuwe kennis en de wetenschappelijke wereld.",Dutch
[7] Wetenschapper en voormalig redacteur Norman Lockyer besloot in het najaar van 1869 een nieuw wetenschappelijk tijdschrift op te richten.,Dutch
"[8] De naam Nature ontleende hij aan een strofe van de dichter William Wordsworth: ""To the solid ground of nature trusts the Mind that builds for aye"".",Dutch
"[a] Nature, dat aanvankelijk eigendom was en uitgegeven werd door Alexander Macmillan, probeerde lezers een toegankelijk forum te bieden over vooruitgang in wetenschappelijke kennis.",Dutch
"[8] Veel van de vroege edities van Nature bestonden uit artikelen die geschreven waren door leden van X Club, een groep wetenschappers die bekend stonden om hun liberale, progressieve en enigszins controversiële wetenschappelijke overtuigingen.",Dutch
"X Club bestond uit vooraanstaande geleerden zoals Thomas Huxley, Joseph Dalton Hooker, Herbert Spencer en John Tyndall.",Dutch
"Allen waren fervente voorstanders van de evolutietheorie van Darwin, een theorie die in de tweede helft van de 19e eeuw nog veel kritiek kreeg.",Dutch
[8] Deze wetenschappelijke vrijzinnigheid was mogelijk een van de redenen dat Nature een groot en langdurig succes werd.,Dutch
"John Maddox, een chemicus die tussen 1966 en 1995 werkzaam was in de redactie van Nature, suggereerde tijdens een feestelijk diner voor de honderdjarige editie van het tijdschrift dat het succes van Nature wellicht toe te schrijven was aan de journalistieke kwaliteiten.",Dutch
"""Met journalistiek kan men een gemeenschapsgevoel creëren onder degenen die anders van elkaar geïsoleerd zouden zijn.",Dutch
Dit is iets wat Lockyer's tijdschrift vanaf het begin af aan deed.,Dutch
'[9] Daarnaast merkt Maddox op dat de financiële steun in de eerste jaren ervoor zorgde dat het tijdschrift op kon bloeien en zich vrijer kon ontwikkelen dan andere wetenschappelijke tijdschriften.,Dutch
"[9] Volgens Science, een ander wetenschappelijk tijdschrift, gaat het publiceren van onderzoek in Nature gepaard met een zekere prestige in de academische wereld.",Dutch
"Empirische artikelen die een plaats krijgen in Nature worden vaak veel geciteerd, waardoor de auteurs kans maken op promoties, subsidies en aandacht van de reguliere media.",Dutch
De concurrentie tussen wetenschappers om in Nature of andere invloedrijke tijdschriften te publiceren is hierdoor erg fel.,Dutch
De impactfactor – een maat die weergeeft hoe vaak het tijdschrift geciteerd wordt – van Nature schommelt rond de 40-50.,Dutch
[10] Veruit de meeste artikelen worden echter veel minder geciteerd dan wat de impactfactor aangeeft.,Dutch
"Met andere woorden, de impactfactor van het tijdschrift van Nature vertoont een grote statistische scheefheid.",Dutch
"[11] Net als bij andere professionele wetenschappelijke tijdschriften, ondergaan ingestuurde papers eerst een screening door de redacteur, gevolgd door peerreview,[b] voordat ze gepubliceerd worden.",Dutch
Bij Nature worden alleen papers voor peerreview geselecteerd die een actueel onderwerp behandelen en voldoende grensverleggend zijn in hun specifieke gebied.,Dutch
Als gevolg hiervan wordt het merendeel van de ingediende papers zonder beoordeling afgewezen.,Dutch
De tweedelige mission statement van Nature beschrijft deze strenge selectiemethode als volgt.,Dutch
"First: To serve scientists through prompt publication of significant advances in any branch of science, and to provide a forum for the reporting and discussion of news and issues concerning science.",Dutch
"Second: To ensure that the results of science are rapidly disseminated to the public throughout the world, in a fashion that conveys their significance for knowledge, culture and daily life.",Dutch
[12] Enkele van de belangrijkste wetenschappelijke doorbraken in de moderne geschiedenis zijn gepubliceerd in Nature.,Dutch
Hieronder is een selectie weergegeven van dergelijke grensverleggende publicaties.,Dutch
Al deze onderzoeken hadden verstrekkende gevolgen voor wetenschap en samenleving.,Dutch
"Hoewel Nature een lichte nadruk op biologie legt, accepteert het artikelen uit allerlei wetenschappelijke vakgebieden, zoals scheikunde, aardwetenschappen, technologie, natuurkunde en ook humane wetenschappen.",Dutch
"Er zijn inmiddels diverse speciale edities die zich met aparte vakgebieden bezighouden: Verder bestaan er nog enkele edities van Nature Reviews, waarin hoogkwalitatieve overzichtsartikelen verschijnen.",Dutch
"Nature oogstte meermaals kritiek, maar om uiteenlopende redenen.",Dutch
"Enkele keren verwijderde Nature een artikel na gebleken wetenschapsfraude, wat nadien meestal gemeld wordt door het wetenschappelijk blog Retraction Watch.",Dutch
[13] De redactie zelf erkende in 2003 bepaalde inschattingsfouten waarbij artikels onterecht werden afgewezen.,Dutch
Volgens hen is “conservatisme in de wetenschapswereld” daar vaak de oorzaak van.,Dutch
"[14] Notoire gevallen betroffen het Tsjerenkov-effect, het meson van Hideki Yukawa, het fotosynthese-onderzoek van Johann Deisenhofer, Robert Huber en Hartmut Michel, en de aanvankelijke afwijzing (maar uiteindelijke aanvaarding) van de zwarte-gatstraling van Stephen Hawking.",Dutch
"Veel eerder, in 1934, maakte het blad een gelijkaardige fout met het afwijzen van werk van Enrico Fermi, dat nadien gepubliceerd werd in het Zeitschrift für Physik.",Dutch
"[14] Ethisch-politieke controverses ontstonden in de jaren 2010 naar aanleiding van de verwijdering van confederale monumenten in de Verenigde Staten, onder andere die van de confederale generaal Robert E. Lee.",Dutch
In de wetenschap kwamen standbeelden onder vuur te liggen van figuren als de beroemde gynaecoloog J. Marion Sims (experimenten met zwarte slavinnen) en Thomas Parran jr. (leider van het beruchte Tuskegee-syfilisonderzoek).,Dutch
"In een redactioneel commentaar stelde Nature dat het verwijderen van dergelijke standbeelden en namen het risico inhoudt dat de geschiedenis wordt ""witgewassen"", en “of men in plaats van pijnlijke herinneringen te verwijderen, deze misschien beter kon duiden"".",Dutch
"[15]
Het artikel veroorzaakte grote ophef en werd een week nadien door Nature aangepast.",Dutch
"In 2020 verontschuldigde het tijdschrift zich voor zijn aanvankelijke berichtgeving over de COVID-19 pandemie waarin het China en Wuhan in verband bracht met de uitbraak,[16] hetgeen mogelijk tot racistische aanvallen heeft geleid.",Dutch
"[17] Eind augustus 2022 tweette psycholoog Steven Pinker zijn ongenoegen over redactionele richtlijnen in Nature Human Behaviour dat “de wetenschap de waardigheid en de rechten van alle mensen moet eerbiedigen”, wat volgens hem en sociaal-psycholoog Bo Winegard neerkomt op censuur van artikelen die mogelijk ongunstig uivallen voor minderheidsgroepen.",Dutch
"[18]
[19]
[20] Wikipedia is een meertalige internetencyclopedie, die door vrijwillige schrijvers wordt geschreven.",Dutch
"Wikipedia wordt gepubliceerd onder een vrije licentie, waardoor de inhoud elders (mits voorzien van bronvermelding) te gebruiken is.",Dutch
De website is eigendom van de Amerikaanse Wikimedia Foundation.,Dutch
Het is het oudste en bekendste project van deze organisatie.,Dutch
"Wikipedia is in 2001 opgezet in de vorm van een wiki, zodat elke inhoudelijke pagina in beginsel door iedere bezoeker bewerkt kan worden.",Dutch
Voor Wikipedia is een apart computerprogramma ontworpen.,Dutch
"Deze software, MediaWiki, is opensourcesoftware die ook gebruikt wordt door de andere projecten van de Wikimedia Foundation en door vele andere projecten en bedrijven.",Dutch
"Een bewerker van Wikipedia wordt een Wikipediaan genoemd, als groep wordt gesproken over de Wikipediagemeenschap (Engels: Wikipedia community).",Dutch
"De Europese Verordening digitale diensten beschouwt Wikipedia als een zeer groot onlineplatform, en legt bijhorende verplichtingen op.",Dutch
[2] Op Wikipedia zijn in de beginfase door de oprichters en Engelstalige gebruikers allerlei richtlijnen en beginselen geformuleerd die voor alle bewerkers gelden.,Dutch
"In 2005 maakte een gebruiker een samenvatting in vijf universele beginselen die five pillars werden genoemd, vertaald als de vijf zuilen[3] Het gaat om de volgende principes: Buiten Wikipedia, in een rechtszaak voor de gewone civiele of strafrechter, gelden niet de richtlijnen van Wikipedia maar de rechtsregels van het betreffende land.",Dutch
"[4][5] De naam Wikipedia is een samentrekking van wiki, dat in het Hawaïaans snel betekent, en het Engelse woord encyclopedia.",Dutch
Een bewerker van Wikipedia wordt een Wikipediaan genoemd.,Dutch
[6][7][8][9][10] Het Engelse woord Wikipedian staat sinds augustus 2012 in het Oxford English Dictionary.,Dutch
"[11] Wikipedia was de eerste serieuze, algemene, digitale encyclopedie waarbij met het wiki-concept gewerkt werd.",Dutch
Daardoor wordt actuele informatie vaak snel op Wikipedia verwerkt.,Dutch
Daar verwijst het woord wiki (snel) ook naar.,Dutch
Kenmerkend voor het project en het succes ervan is ook dat de inhoud onder een vrije licentie valt.,Dutch
"Alle tekst en andere media, zoals beeld en geluid worden door Wikipedia door middel van de GFDL- (en sinds 2008) CC BY-SA-licentie vrijgegeven en beschikbaar gesteld aan het publiek.",Dutch
"Iedere auteur blijft eigenaar van zijn bijdrage, maar anderen kunnen voortbouwen op individuele bijdragen.",Dutch
De vrijgave van bijdragen onder de CC BY-SA-licentie is definitief en kan niet ingetrokken worden.,Dutch
"Eenieder is daarmee gerechtigd de inhoud kosteloos te verspreiden en te wijzigen, terwijl niemand de toegang tot een uit Wikipedia overgenomen en eventueel gewijzigde inhoud kan worden onthouden.",Dutch
"Wikipedia presenteert zich daarbij uitdrukkelijk als een encyclopedie en niet als bijvoorbeeld een woordenboek, discussieforum of webportaal.",Dutch
Voor lexicografische informatie is het zusterproject Wiktionary (in het Nederlands WikiWoordenboek) in het leven geroepen.,Dutch
Voor mobiele apparaten zijn ook speciale apps beschikbaar.,Dutch
Over de documentering van de menselijke kennis wordt al vele jaren nagedacht.,Dutch
"Onder anderen de bibliograaf Paul Otlet, bedenker van de Universele Decimale Classificatie (UDC), wijdde zijn leven aan de vraag hoe gegevens en kennis toegankelijk gemaakt kunnen worden in een Universeel Boek of een vernuftig kaartsysteem met behulp van een machinaal systeem.",Dutch
"[12] Later streefde Herbert George Wells naar een World Brain,[13] een samenvatting van alle kennis op microfilm.",Dutch
Ook Vannevar Bush dacht dat de toekomst van volledige documentatie lag in een systeem met microfilm: Memex.,Dutch
[14] In 1960 begon Ted Nelson met zijn Project Xanadu dat gebruikmaakte van hypertekst.,Dutch
De Compton's Interactive Encyclopedia van Philips' CDI (1992) en Encarta (1993) van Microsoft waren de eerste encyclopedieën op cd-rom die gebruikmaakten van hyperlinks.,Dutch
"Wikipedia is een modern antwoord en maakt gebruik van de nieuwe mogelijkheden van www, internet en software voor samenwerking.",Dutch
"Wikipedia werd in 2001 opgericht door de Amerikaanse ondernemer Jimmy Wales, samen met zijn medewerker Larry Sanger.",Dutch
"In 2003 droeg Wales zijn rechten op de naam Wikipedia, de website zelf en de servers waarop deze draaide over aan de Wikimedia Foundation.",Dutch
Deze stichting richtte hij op om het behoud en de verdere ontwikkeling van Wikipedia langdurig mogelijk te maken.,Dutch
De stichting leeft bijna uitsluitend van donaties en had anno 2017 in de Verenigde Staten ongeveer 280 betaalde medewerkers.,Dutch
Wikipedia zelf wordt echter door vrijwilligers beheerd en geschreven.,Dutch
"Het project Wikipedia begon met een conversatie tussen twee internetvrienden, Larry Sanger, hoofdredacteur van Nupedia en Ben Kovitz, een computerprogrammeur en bèta-wetenschapper, op de avond van 3 januari 2001 in San Diego (Californië).",Dutch
Kovitz had al eerder te maken gehad met een ander soort wikiproject.,Dutch
"Toen hij het basisconcept aan Sanger uitlegde, zag deze onmiddellijk dat het wikiformat geschikt zou zijn voor het opzetten van een opener, minder formeel project dan Nupedia.",Dutch
"Vier maanden daarvoor hadden Sanger en zijn baas Jimmy Wales, president-directeur van Bomis, Inc., al eens verschillende mogelijkheden besproken om naast Nupedia een opener, aanvullend project te beginnen.",Dutch
Het kostte Sanger dus niet veel moeite om Wales over te halen een wiki voor Nupedia op te zetten.,Dutch
Nupedia's eerste wiki ging online op 10 januari 2001.,Dutch
"Van de kant van de auteurs en redacteuren van Nupedia kwam echter het nodige protest tegen het plan om Nupedia zo nauw te associëren met een webpagina, gebaseerd op het wikiconcept.",Dutch
"Daarom kreeg het nieuwe project per 15 januari de naam 'Wikipedia' en een eigen, onafhankelijk adres op het web.",Dutch
Deze datum werd later uitgeroepen tot Wikipediadag.,Dutch
Nieuwe deelnemers meldden zich aan via een publicatie van Slashdot in maart en juli.,Dutch
"Ook andere publicaties trokken deelnemers, zoals die op Kuro5hin.",Dutch
Zoekmachines (vooral Google) en andere portals dirigeerden dagelijks honderden potentiële deelnemers naar Wikipedia.[bron?],Dutch
Op 12 februari 2001 werd in de Engelstalige Wikipedia de eerste mijlpaal van 1000 artikelen (pagina's) overschreden; daarna groeide het aantal artikelen met circa 1000 per maand en inmiddels (2020) met ongeveer 150.000 per maand.,Dutch
[15] Op 19 juni 2001 ging de Nederlandstalige versie van Wikipedia van start.,Dutch
"De oorspronkelijke en verreweg de grootste van alle Wikipedia's is de Engelstalige versie, die van start ging op 15 januari 2001.",Dutch
Het oorspronkelijke doel was te komen tot een minimum van 100.000 artikelen.,Dutch
"Toen dat aantal eenmaal was bereikt, ging de groei echter nog volop door.",Dutch
Vanaf de zomer van 2001 zijn er naast de oorspronkelijke Engelstalige versie steeds meer Wikipedia's in andere talen gestart.,Dutch
"Na de Engelstalige waren in 2015, gemeten naar het aantal individuele artikelen, de Duits-, Frans-, Nederlands- en Zweedstalige Wikipedia's het grootst.",Dutch
"Opgemerkt moet worden dat dit niets zegt over de grootte, de (gemiddelde) kwaliteit of de diversiteit van de artikelen.",Dutch
In totaal waren er in februari 2015 meer dan 34 miljoen artikelen te vinden in 288 verschillende talen.,Dutch
"Er zijn ook enkele Wikipedia's opgestart in minderheidstalen, dialecten en inmiddels uitgestorven talen (zoals het Latijn en Oudengels).",Dutch
Zo bevatte de Wikipedia in het Zazaki begin 2010 ongeveer 2800 artikelen.,Dutch
"Er zijn eveneens versies begonnen in enkele bekende kunsttalen, zoals het Esperanto en het Klingon.",Dutch
[16] Een aantal van deze Wikipedia's bleek echter over onvoldoende vaste bijdragers te beschikken om de projecten draaiende te houden.,Dutch
Deze weinig levensvatbare projecten zijn inmiddels weer gesloten of in de Wikimedia Incubator beland.,Dutch
De meeste opslagcapaciteit is nodig voor de afbeeldingen en andere media die op Wikipedia gebruikt worden.,Dutch
Op 15 januari 2009 meldde Wikizine dat er 48 terabyte opslagruimte beschikbaar was gekomen voor Wikimedia Commons.,Dutch
Op dat moment werd daar 5 terabyte van gebruikt.,Dutch
[17] In de maanden augustus en september 2003 werd een internationale logowedstrijd gehouden.,Dutch
Het logo van Paul Stansifer werd met grote meerderheid verkozen.,Dutch
Daarna werd dit aangepast tot een grijze versie op basis van hetzelfde idee.,Dutch
"Vanaf 2005 begonnen de bewerkers (users, in het Nederlands vaak ""gebruikers"" genoemd) op Wikipedia steeds meer samen te werken met culturele instellingen en andere organisaties om meer materiaal beschikbaar te krijgen voor het gebruik op Wikipedia.",Dutch
"Er wordt samengewerkt met onder andere musea, galeries, archieven en bibliotheken om zo meer specialistische informatie en vooral ook beeldmateriaal om meer artikelen hiervan te kunnen voorzien.",Dutch
"In Nederland leverde bijvoorbeeld het Tropenmuseum meer dan 8.000 afbeeldingen over de Marrons, Suriname en Indonesië,[18][19] het Nationaal Archief in Den Haag en Spaarnestad Photo te Haarlem doneren ruim 1100 foto's van Nederlandse politici en belangrijke gebeurtenissen in Nederland[20] en het Amsterdam Museum doneerde in 2011 zijn digitale collectie van 55.000 foto's.",Dutch
[21] De Rijksdienst voor het Cultureel Erfgoed (RCE) heeft in september 2012 van de 555.000 afbeeldingen van haar collectie er 465.000 vrijgegeven met een maximale pixelgrootte van 1200 pixels onder de CC BY-SA 3.0 NL licentie.,Dutch
Sinds 2010 wordt de samenwerking tussen Wikipedia en culturele instellingen verder geïntensiveerd met de aanstelling van een 'Wikipedian in Residence' bij de instellingen zelf om hun materiaal via Wikipedia te ontsluiten.,Dutch
"[22] Op 15 januari 2016, de 15e verjaardag van Wikipedia, werd bekend dat er een fonds was opgericht, de Wikimedia Endowment, dat de komende 10 jaar 100 miljoen dollar moet gaan inzamelen teneinde het voortbestaan van Wikipedia op de lange termijn te garanderen.",Dutch
[23] In mei 2004 ontving Wikipedia de Golden Nica voor digitale gemeenschappen van de jaarlijkse Prix Ars Electronica-wedstrijd.,Dutch
"Later dat jaar ontving Wikipedia de Judges' Webby Award in de categorie ""community"".",Dutch
"[24] Wikipedia werd ook genomineerd voor de ""Best Practices"" prijs.",Dutch
"In 2007 stemden de lezers van de website brandchannel.com voor Wikipedia als 4de in de lijst van merken, via het antwoord op de vraag ""Welk merk had de grootste invloed op onze levens in 2006?""",Dutch
"In september 2008 ontving Wikipedia de ""Quadriga A Mission of Enlightenment"" van Werkstatt Deutschland samen met Boris Tadić, Eckart Höfling en Peter Gabriel.",Dutch
Deze prijs werd aangeboden aan Jimbo Wales door David Weinberger.,Dutch
"[25] Op 15 januari 2015 kreeg de Wikipediagemeenschap de Erasmusprijs toegekend, ""omdat zij de verspreiding van kennis heeft bevorderd door een allesomvattende, voor ieder toegankelijke encyclopedie op te zetten"".",Dutch
[26][27] Volgens de organisatie van de prijs droeg Wikipedia door haar open karakter bij aan het besef dat bronnen van kennis niet neutraal zijn en steeds gewogen moeten worden.,Dutch
Met deze kritische aandacht sloot Wikipedia goed aan bij het gedachtegoed van Erasmus.,Dutch
Op 25 november 2015 reikte koning Willem-Alexander deze prijs uit aan drie vertegenwoordigers van de gemeenschap.,Dutch
[28] Op 17 juni 2015 werd de jaarlijkse Prinses van Asturiëprijs voor internationale samenwerking toegekend aan Wikipedia.,Dutch
[29] Wikipedia heeft net als andere wiki's te kampen met vandalisme.,Dutch
Hiervoor zijn hulpmiddelen beschikbaar om vandalisme te bestrijden en bijvoorbeeld misbruik van sokpopaccounts op te sporen.,Dutch
'Onzichtbaar vandalisme' en hoaxen blijken echter hardnekkiger te zijn.,Dutch
Door subtiele wijzigingen (beperkte weglatingen of wijziging van de opmaak) kan een heel andere wending aan een artikel worden gegeven.,Dutch
Ook kan iemand per ongeluk foutieve informatie toevoegen.,Dutch
"Wanneer niemand doorheeft dat de informatie onjuist is, kan die maandenlang op Wikipedia blijven staan.",Dutch
"Zo zijn er gevallen bekend van artikelen over niet-bestaande personen, waar wel maandenlang een artikel over bestond.",Dutch
Artikelen op Wikipedia scoren over het algemeen hoog in de zoekmachines.,Dutch
Dit heeft als neveneffect dat ook eventuele foutieve informatie zich vanaf Wikipedia snel over het internet kan verspreiden.,Dutch
Wikipedia wordt bewerkt door vrijwilligers en heeft een open structuur.,Dutch
In principe kan iedereen daardoor meewerken aan de encyclopedie.,Dutch
In de praktijk blijkt er echter geen sprake van een volledige afspiegeling van de maatschappij.,Dutch
